pl_name,hostname,discoverymethod,disc_year,pl_bmasse,pl_rade,pl_orbper,pl_eqt,st_teff,st_mass,sy_dist
Kepler-129 c,Kepler-129,Transit,2014,43.0,2.52,82.2,,5770.0,1.178,408.845
Kepler-388 b,Kepler-388,Transit,2014,,0.81,3.173315,,4498.0,,
Kepler-802 b,Kepler-802,Transit,2016,,3.54,40.0587473,,5507.0,0.93,780.585
HD 161178 b,HD 161178,Radial Velocity,2021,181.16219199,,279.3,,4786.0,1.06,107.188
HD 112570 b,HD 112570,Radial Velocity,2023,1086.97315194,,2615.0,,4750.0,1.15,101.166
Kepler-1765 b,Kepler-1765,Transit,2021,,2.49508857,10.41889954,,5692.0,0.946,764.456
47 UMa b,47 UMa,Radial Velocity,1996,804.08,,1078.0,,5872.0,1.06,13.7967
Kepler-611 b,Kepler-611,Transit,2016,,1.65,2.437033302,,5761.0,1.01,1395.56
K2-188 c,K2-188,Transit,2018,,2.83,7.810253,1026.0,5977.0,1.06,446.821
HD 10180 e,HD 10180,Radial Velocity,2010,25.585315,,49.748,,5911.0,1.06,38.9607
Kepler-1652 b,Kepler-1652,Transit,2017,,1.6,38.09722,268.0,3638.0,0.404,
Kepler-1321 b,Kepler-1321,Transit,2016,,4.92,11.12830484,,4094.0,0.54,769.146
EPIC 212737443 c,EPIC 212737443,Transit,2019,,2.69,65.55,316.0,4684.0,0.69,336.25
Kepler-903 c,Kepler-903,Transit,2016,,2.53,62.9228557,,5682.0,0.98,1369.24
Kepler-657 b,Kepler-657,Transit,2016,,3.52,24.54350418,,5808.0,1.01,1691.88
K2-203 b,K2-203,Transit,2018,,1.26549392,9.6952,738.4,5026.0,0.793,166.147
TOI-1774.01,TOI-1774,Transit,2021,8.5,2.78,16.70988,824.0,5746.0,0.991,53.974
Kepler-392 b,Kepler-392,Transit,2014,,1.0,5.341853,,5938.0,,681.428
HD 125612 c,HD 125612,Radial Velocity,2009,15.57359194,,4.15466,,,1.05,57.6207
HD 34445 g,HD 34445,Radial Velocity,2017,120.6,,5700.0,,5836.0,1.07,46.0907
Kepler-1237 b,Kepler-1237,Transit,2016,,2.86,84.5733226,,5472.0,0.94,1064.31
K2-43 b,K2-43,Transit,2016,,4.51,3.471149,939.3,3840.6,0.571,182.536
Kepler-1280 b,Kepler-1280,Transit,2016,,1.87,66.5579057,,6227.0,1.2,1486.7
HD 150010 b,HD 150010,Radial Velocity,2022,762.7881768,,562.0,,4153.0,1.3,144.49
Kepler-1528 b,Kepler-1528,Transit,2016,,1.46,1.791110205,,5857.0,1.03,817.534
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,Microlensing,2019,1500.0,,5480.0,,5912.0,1.0,3200.0
WASP-168 b,WASP-168,Transit,2018,133.4886,16.8135,4.153658,1340.0,6000.0,1.08,303.941
Kepler-230 b,Kepler-230,Transit,2014,,4.26,32.625555,,5588.0,,740.754
TOI-3980 b,TOI-3980,Transit,2025,187.51876013,14.4595851,3.6089254,1621.0,5840.0,1.24,486.721
TOI-5301 b,TOI-5301,Transit,2024,1182.32167404,13.09208946,5.858858,1648.0,6240.0,1.483,629.161
GJ 508.2 b,GJ 508.2,Radial Velocity,2025,587.98255295,,5300.0,,3720.0,0.54,16.6374
Kepler-1781 b,Kepler-1781,Transit,2021,,2.38091029,4.88752985,,5568.0,1.053,962.63
WASP-138 b,WASP-138,Transit,2016,387.7526,12.21781,3.634433,1590.0,6272.0,1.22,414.234
HD 222076 b,HD 222076,Radial Velocity,2016,495.8148,,871.0,,4806.0,1.07,91.1538
Kepler-18 b,Kepler-18,Transit,2011,6.9,2.0,3.504725,,5345.0,0.972,433.047
K2-349 b,K2-349,Transit,2021,,1.38,9.032178,518.0,4385.0,0.54,453.567
KIC 5479689 b,KIC 5479689,Orbital Brightness Modulation,2021,158.9142035,,1.701531,,5459.1,0.966,454.95
Kepler-347 b,Kepler-347,Transit,2014,,1.97,12.79836,,6088.0,,1298.88
HD 86081 b,HD 86081,Radial Velocity,2006,470.3884,,2.1378431,,5939.0,1.21,103.936
WASP-175 b,WASP-175,Transit,2019,314.6517,13.540472,3.0652907,1571.0,6229.0,1.212,539.36
HD 190007 b,HD 190007,Radial Velocity,2020,15.5,,11.724128,,4610.0,0.77,12.7141
Kepler-591 b,Kepler-591,Transit,2016,,3.39,81.1694299,,5677.0,0.97,785.137
HD 147018 c,HD 147018,Radial Velocity,2009,2080.0,,1008.0,,5441.0,0.927,40.4256
K2-32 e,K2-32,Transit,2019,2.1,1.212,4.34934,1066.0,5271.0,0.83,157.682
Kepler-329 b,Kepler-329,Transit,2014,,1.4,7.416397,,4257.0,,439.719
K2-415 b,K2-415,Transit,2023,7.5,1.015,4.0179694,412.4,3173.0,0.1635,21.8182
TIC 24750448 b,TIC 24750448,Transit,2026,,2.43722231,3.59159193029,,4545.43,,178.146
Kepler-1287 b,Kepler-1287,Transit,2016,,1.54,11.47685909,,5715.0,0.96,1003.26
KELT-14 b,KELT-14,Transit,2016,408.09372,19.537287,1.7100566,1970.0,5720.0,1.239,250.121
HD 284149 AB b,HD 284149 A,Imaging,2017,8352.53053596,,,2395.0,6035.0,,117.807
Kepler-758 e,Kepler-758,Transit,2016,,1.53,8.1934719,,6228.0,1.16,1502.32
HD 220689 b,HD 220689,Radial Velocity,2012,355.33394,,2266.4,,5921.0,1.016,46.8778
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,Microlensing,2013,1300.0,,,,,0.56,3300.0
K2-295 b,K2-295,Transit,2018,106.47305,10.054473,4.024867,852.0,4444.0,0.74,232.801
Kepler-881 b,Kepler-881,Transit,2016,,1.78,4.44448017,,5961.0,1.06,1375.18
KMT-2017-BLG-1057L b,KMT-2017-BLG-1057L,Microlensing,2024,23.5,,,,,0.57,6500.0
TOI-2719 b,TOI-2719,Transit,2025,,5.98,3.37594,1710.0,5762.0,1.02,588.368
K2-111 b,K2-111,Transit,2017,5.35,1.837,5.3518963,1293.0,5775.0,0.84,200.394
TOI-1749 c,TOI-1749,Transit,2021,14.0,2.12,4.4929,673.0,3985.0,0.58,99.5561
K2-215 b,K2-215,Transit,2018,,2.12381238,8.269648,,5704.0,0.999987,403.964
Kepler-85 d,Kepler-85,Transit,2014,,1.2,17.91323,,5436.0,,765.025
TOI-2406 b,TOI-2406,Transit,2021,15.6,2.86,3.0766891,449.0,3100.0,0.166,55.419
Kepler-387 c,Kepler-387,Transit,2014,,0.89,11.837549,,5774.0,,801.052
Kepler-1544 b,Kepler-1544,Transit,2016,,1.78,168.811174,,4886.0,0.81,335.09
TOI-5126 c,TOI-5126,Transit,2023,,3.86,17.8999,971.0,6150.0,1.24,160.414
Kepler-27 b,Kepler-27,Transit,2011,2895.31,4.0,15.3348,,5400.0,0.65,1044.36
Kepler-984 b,Kepler-984,Transit,2016,,2.12,43.0342272,,5610.0,0.96,460.188
Kepler-1656 b,Kepler-1656,Transit,2018,47.8,,31.562,,,1.03,185.875
K2-264 c,K2-264,Transit,2018,,2.668,19.660302,331.0,3660.0,0.496,185.605
Kepler-1879 b,Kepler-1879,Transit,2021,,2.06512018,10.61340046,,5865.0,1.023,627.171
OGLE-TR-132 b,OGLE-TR-132,Transit,2004,375.02,13.45,1.689868,2013.0,6210.0,1.305,2012.62
HD 73583 b,HD 73583,Transit,2022,10.2,2.79,6.398042,714.0,4511.0,0.73,31.5666
TOI-4662 b,TOI-4662,Transit,2026,,2.87998299,4.70343764575,,4520.41,,111.047
Kepler-413 b,Kepler-413,Transit,2014,67.0,4.347,66.262,,4700.0,0.82,847.536
Kepler-48 d,Kepler-48,Transit,2014,7.93,2.04,42.8961,,5194.0,0.88,306.738
TOI-1994 b,TOI-1994,Transit,2024,7024.0077947,13.67495645,4.0337142,2290.0,7700.0,1.86,515.603
HR 858 c,HR 858,Transit,2019,3.8,1.979,5.973865,1309.0,6354.0,1.204,31.964
Kepler-1942 b,Kepler-1942,Transit,2021,,2.1170287,4.626049995,,5834.0,0.852,842.492
K2-61 b,K2-61,Transit,2016,,1.92,2.57336,1325.0,5748.0,0.97,405.732
Kepler-1389 b,Kepler-1389,Transit,2016,,1.77,99.2530951,,5078.0,0.81,497.093
Kepler-264 b,Kepler-264,Transit,2014,,3.33,40.806231,,6158.0,,942.173
TOI-5734 b,TOI-5734,Transit,2026,9.1,2.1,6.1841876,688.0,4750.0,0.724,32.5102
K2-60 b,K2-60,Transit,2016,135.39558,7.655747,3.00265,1400.0,5500.0,0.97,491.87
Kepler-275 c,Kepler-275,Transit,2014,,3.38,16.088134,,6165.0,,2034.25
TOI-1194 b,TOI-1194,Transit,2023,120.0,8.71664516,2.3106446,1264.29,5394.0,0.9835,149.667
Kepler-191 c,Kepler-191,Transit,2014,,1.86,17.738506,,5282.0,,594.464
Kepler-1846 b,Kepler-1846,Transit,2021,,1.76378826,14.82009983,,4825.0,0.785,374.615
Kepler-1047 c,Kepler-1047,Transit,2016,,0.99,3.18897601,,5754.0,1.08,817.647
HD 188641 b,HD 188641,Radial Velocity,2022,9333.03117155,,14583.81038,,,1.07,64.3399
Kepler-754 b,Kepler-754,Transit,2016,,2.01,14.5596237,,5935.0,1.06,1770.27
WASP-95 b,WASP-95,Transit,2014,457.6752,13.78707,2.18467,,5830.0,1.46,137.544
HIP 67851 c,HIP 67851,Radial Velocity,2015,1579.60718279,,3128.41,,4840.0,1.28,64.1181
WASP-70 A b,WASP-70 A,Transit,2014,187.512,13.047,3.7130203,1387.0,5763.0,1.106,222.355
Kepler-1443 b,Kepler-1443,Transit,2016,,0.97,2.41811321,,6289.0,1.19,593.646
Kepler-1435 b,Kepler-1435,Transit,2016,,0.86,4.45343281,,6356.0,1.21,704.211
BD+48 740 b,BD+48 740,Radial Velocity,2018,540.311,,733.0,,4534.0,1.09,666.589
Kepler-203 d,Kepler-203,Transit,2014,,1.44,11.32972,,5821.0,,703.302
Kepler-1859 b,Kepler-1859,Transit,2021,,1.58313575,2.729599953,,5887.0,1.09,1331.25
TOI-5573 b,TOI-5573,Transit,2025,112.0,9.75,8.79758977,528.0,3790.0,0.619,186.562
Kepler-145 b,Kepler-145,Transit,2013,37.1,2.65,22.951,,,1.32,566.85
Kepler-1576 b,Kepler-1576,Transit,2016,,1.04,6.98471973,,5876.0,1.05,460.91
EPIC 212587672 c,EPIC 212587672,Transit,2021,,2.32,23.228555,658.0,6004.0,0.99,320.07
CoRoT-8 b,CoRoT-8,Transit,2010,69.92,6.39,6.21229,,5080.0,0.88,322.037
TOI-2015 c,TOI-2015,Transit Timing Variations,2025,8.91,,5.582796,448.0,3297.0,0.3041,47.3444
WASP-45 b,WASP-45,Transit,2011,306.38812,10.603714,3.126089,1153.0,5150.0,0.85,211.196
HD 17092 b,HD 17092,Radial Velocity,2007,3219.6179,,359.89999,,4326.0,6.73,228.422
HD 14787 b,HD 14787,Radial Velocity,2018,356.28743,,676.6,,4946.0,1.43,119.137
HIP 14810 c,HIP 14810,Radial Velocity,2006,416.3573,,147.747,,5544.0,1.01,50.48
HD 154391 b,HD 154391,Radial Velocity,2023,2892.2385037,,5163.0,,4909.0,2.07,100.947
Kepler-1201 b,Kepler-1201,Transit,2016,,2.29,15.18725932,,6177.0,1.15,944.241
HD 48948 b,HD 48948,Radial Velocity,2024,4.88,,7.34013,957.0,4593.0,0.686,16.9043
Kepler-1562 b,Kepler-1562,Transit,2016,,3.55,64.2737752,,5760.0,1.02,2060.72
K2-242 b,K2-242,Transit,2018,,2.54,6.51389,416.0,3459.0,0.38,109.237
Kepler-188 c,Kepler-188,Transit,2014,,3.19,5.996553,,6021.0,,968.544
Kepler-1096 b,Kepler-1096,Transit,2016,,1.24,2.892217506,,4306.0,0.66,377.976
HD 113337 c,HD 113337,Radial Velocity,2020,6299.67685515,,5429.93477,,,1.41,36.18
TOI-2141 b,TOI-2141,Transit,2023,20.1,3.147,18.261608,728.0,5635.0,0.896,77.682
Kepler-26 b,Kepler-26,Transit,2011,5.12,2.78,12.28,,3914.0,0.544,335.307
Kepler-202 c,Kepler-202,Transit,2014,,1.85,16.282493,,4668.0,,285.111
Kepler-159 b,Kepler-159,Transit,2014,,2.38,10.139623,,4625.0,,373.744
HIP 54597 b,HIP 54597,Radial Velocity,2023,762.7881768,,3274.0,,,0.8,39.7429
Kepler-989 b,Kepler-989,Transit,2016,,2.21,7.964315352,,5074.0,0.82,491.978
K2-385 b,K2-385,Transit,2022,,1.539,2.380867,,4844.0,0.927,420.819
TOI-5788 b,TOI-5788,Transit,2026,3.72,1.528,6.340758,910.0,5615.0,0.87,97.614
Kepler-1041 b,Kepler-1041,Transit,2016,,2.94,24.7576421,,5957.0,1.06,1485.82
Kepler-1140 b,Kepler-1140,Transit,2016,,2.77,24.0862707,,4850.0,0.76,656.48
Kepler-1967 b,Kepler-1967,Transit,2021,,0.73022577,7.281690121,,4970.0,0.996,249.102
Kepler-715 b,Kepler-715,Transit,2016,,3.75,10.00652995,,5871.0,1.04,1327.44
HIP 79098 AB b,HIP 79098 AB,Imaging,2019,6515.515,,,2450.0,,3.75,145.798
HD 68475 b,HD 68475,Radial Velocity,2026,1639.99458012,,7832.0,,5022.0,0.83,33.4297
HD 159243 c,HD 159243,Radial Velocity,2013,603.9,,248.4,,6123.0,1.125,73.3055
Kepler-1649 c,Kepler-1649,Transit,2020,,1.06,19.53527,234.0,3240.0,0.1977,92.1913
K2-381 d,K2-381,Transit,2022,,1.689,26.803023,,4473.0,0.754,145.701
TIC 77552382 b,TIC 77552382,Transit,2026,,5.69176189,3.51025904942,,4981.07,,373.415
TOI-4562 c,TOI-4562,Transit Timing Variations,2024,1833.86990839,,3990.0,,6096.0,1.192,339.605
GJ 876 e,GJ 876,Radial Velocity,2010,14.6,,124.26,,,0.32,4.67517
Kepler-967 c,Kepler-967,Transit,2016,,3.65,198.7112502,,5178.0,0.84,568.546
Kepler-733 b,Kepler-733,Transit,2016,,2.82,20.83424726,,5418.0,0.9,916.706
HAT-P-59 b,HAT-P-59,Transit,2021,489.45574678,12.58768533,4.1419771,1277.8,5678.0,1.008,265.471
Kepler-1263 b,Kepler-1263,Transit,2016,,1.14,4.55139967,,5213.0,0.84,664.83
K2-186 b,K2-186,Transit,2018,,3.17207779,41.474219,,5784.0,1.018617,330.739
Kepler-769 c,Kepler-769,Transit,2016,,1.79,15.9870174,,6186.0,1.19,1169.57
Kepler-338 b,Kepler-338,Transit,2014,,2.44,13.726976,,5923.0,,552.798
Kepler-559 b,Kepler-559,Transit,2016,,3.61,17.58752333,,5630.0,0.96,776.708
Kepler-766 b,Kepler-766,Transit,2016,,3.39,6.10027804,,5992.0,1.1,2297.62
TOI-411 c,HD 22946,Transit,2022,9.72,2.328,9.573083,931.0,6169.0,1.098,62.7792
Kepler-1128 b,Kepler-1128,Transit,2016,,3.65,61.6178167,,5543.0,0.94,1083.41
Kepler-1692 b,Kepler-1692,Transit,2020,,1.11177184,5.95966,,5146.0,0.87,591.019
NGTS-31 b,NGTS-31,Transit,2025,355.96781584,18.04645893,4.162734,1410.0,5710.0,0.96,497.376
MOA-2022-BLG-091L b,MOA-2022-BLG-091L,Microlensing,2025,1141.00398113,,,,,0.75,4250.0
Kepler-123 c,Kepler-123,Transit,2014,,1.48,26.695074,,6089.0,,1021.66
TOI-908 b,TOI-908,Transit,2023,16.137,3.186,3.183792,1317.0,5626.0,0.95,175.748
Kepler-196 b,Kepler-196,Transit,2014,,1.9,20.739886,,5128.0,,451.312
Kepler-1229 b,Kepler-1229,Transit,2016,,1.4,86.828989,,3784.0,0.54,265.482
GJ 876 d,GJ 876,Radial Velocity,2005,6.83,,1.93778,,,0.32,4.67517
Kepler-1025 b,Kepler-1025,Transit,2016,,1.98,37.3229493,,6089.0,1.09,803.776
Kepler-793 b,Kepler-793,Transit,2016,,1.37,4.24153639,,5745.0,0.98,985.699
HD 111232 b,HD 111232,Radial Velocity,2003,2531.50326176,,1169.13202,,,0.96,28.9571
Kepler-1910 b,Kepler-1910,Transit,2021,,1.184,5.688769817,,4234.0,0.636,
2MASS J12073346-3932539 b,2MASS J12073346-3932539,Imaging,2004,1652.7077164,15.69257298,,1163.0,,,64.308
Kepler-187 c,Kepler-187,Transit,2014,,2.67,10.640263,,6105.0,,1143.0
Kepler-83 c,Kepler-83,Transit,2012,,2.36,20.09,,,0.66,400.409
Kepler-398 d,Kepler-398,Transit,2016,,0.88,6.83437001,,4557.0,0.72,177.355
WASP-106 b,WASP-106,Transit,2014,613.40882551,12.10569916,9.28969,,6002.0,1.175,352.181
HD 89744 b,HD 89744,Radial Velocity,1999,2653.8805,,256.78,,6291.0,1.86,38.6364
TOI-7041 b,TOI-7041,Transit,2025,114.41822652,11.43316031,9.691,,4700.0,1.07,439.52
Kepler-901 b,Kepler-901,Transit,2016,,1.37,3.517494394,,4184.0,0.59,253.867
Kepler-286 e,Kepler-286,Transit,2014,,1.77,29.221289,,5580.0,,1226.85
Kepler-20 e,Kepler-20,Transit,2011,0.76,0.821,6.0984882,1004.0,5495.0,0.929,282.563
Gaia-4 b,Gaia-4,Astrometry,2025,3750.3752026,,571.3,,4034.0,0.644,73.4829
Kepler-892 b,Kepler-892,Transit,2016,,2.81,13.7521072,,4747.0,0.75,570.727
WASP-108 b,WASP-108,Transit,2020,,15.13212395,,1589.0,,,258.777
Kepler-1474 b,Kepler-1474,Transit,2016,,2.16,36.4333452,,5870.0,1.04,1180.9
KELT-16 b,KELT-16,Transit,2017,874.0325,15.860735,0.9689951,2453.0,6236.0,1.211,444.586
TOI-1516 b,TOI-1516,Transit,2022,1004.33776612,15.24421375,2.056014,,6520.0,1.14,247.054
TOI-1659.01,TOI-1659,Transit,2024,,2.255,5.877556328,,5977.0,1.1,122.494
TOI-4640 b,TOI-4640,Transit,2026,,2.84326517,2.68566015238,,5743.01,,245.089
Kepler-549 c,Kepler-549,Transit,2016,,2.93,117.040498,,5360.0,0.88,635.145
Kepler-1153 b,Kepler-1153,Transit,2016,,1.73,1.755835327,,5470.0,0.91,1119.49
TOI-2096 b,TOI-2096,Transit,2023,,1.243,3.1190633,445.0,3300.0,0.231,48.4809
Kepler-272 b,Kepler-272,Transit,2014,,1.43,2.971353,,5297.0,,889.608
Kepler-1078 b,Kepler-1078,Transit,2016,,1.9,3.00725242,,5612.0,0.94,2481.71
Kepler-957 b,Kepler-957,Transit,2016,,5.5,5.907413537,,4963.0,0.81,824.688
TOI-5515 b,TOI-5515,Transit,2026,,2.65362762,8.59225810839,,5483.65,,135.459
Kepler-1497 b,Kepler-1497,Transit,2016,,1.66,8.74199772,,5675.0,0.96,
CoRoT-26 b,CoRoT-26,Transit,2013,165.26,14.12,4.20474,1600.0,5590.0,1.09,1045.18
Kepler-787 b,Kepler-787,Transit,2016,,1.28,0.928310498,,4248.0,0.65,503.568
G 261-6 b,G 261-6,Radial Velocity,2025,1.37,,5.4536,322.3,,0.118,10.6267
Kepler-642 b,Kepler-642,Transit,2016,,2.9,4.41745855,,6570.0,1.4,781.582
TOI-3976 A b,TOI-3976 A,Transit,2023,55.61997123,12.27383387,6.607662,1295.0,5975.0,1.254,516.087
Kepler-1115 b,Kepler-1115,Transit,2016,,1.7,23.5540725,,8480.0,1.6,983.245
Kepler-107 d,Kepler-107,Transit,2014,7.7,0.86,7.95839,1173.0,5854.0,1.238,525.997
TOI-712 b,TOI-712,Transit,2022,,2.049,9.531361,650.0,4622.0,0.732,58.6212
Kepler-1147 b,Kepler-1147,Transit,2016,,2.61,10.62784997,,5941.0,1.09,1657.36
WASP-104 b,WASP-104,Transit,2014,404.263,12.745,1.7554137,1516.0,5475.0,1.076,185.932
TOI-833 b,TOI-833,Transit,2022,,1.27,1.0418777,1118.0,3920.0,0.61,41.7148
TOI-5728 b,TOI-5728,Transit,2025,,1.31,11.49761,382.0,3419.0,0.36,54.7045
Kepler-825 c,Kepler-825,Transit,2016,,1.84,8.1818246,,5976.0,1.03,807.85
Kepler-220 e,Kepler-220,Transit,2014,,1.33,45.902733,,4632.0,,171.109
Kepler-1058 b,Kepler-1058,Transit,2016,,2.72,110.96546,,4644.0,0.73,491.997
Kepler-460 c,KIC 5437945,Transit,2016,,5.52,220.1303357,,6146.0,1.17,1274.01
TOI-880 c,TOI-880,Transit,2025,,4.95,6.3872703,805.0,5050.0,0.87,60.6679
HU Aqr AB c,HU Aqr,Eclipse Timing Variations,2011,1430.235,,4368.0,,,0.88,
Kepler-1925 b,Kepler-1925,Transit,2021,,3.00177922,46.71640015,,5856.0,1.057,1771.31
GJ 887 b,GJ 887,Radial Velocity,2020,3.9,,9.2619,426.0,3688.0,0.495,3.28679
Kepler-1556 b,Kepler-1556,Transit,2016,,1.96,8.82713457,,5608.0,0.97,944.54
TOI-1450 A c,TOI-1450 A,Transit,2024,1.527,,5.0688,533.0,3437.0,0.48,22.4467
HD 37605 b,HD 37605,Radial Velocity,2004,854.9627,,55.01292,,5329.0,0.94,46.7864
K2-200 b,K2-200,Transit,2018,,1.3643987,2.849883,,5233.0,0.860208,184.131
Kepler-505 b,Kepler-505,Transit,2016,,2.6,27.52197994,,3931.0,0.55,283.41
K2-312 c,HD 80653,Radial Velocity,2023,1719.45168187,,921.2,,5959.0,1.18,109.86
K2-417 b,K2-417,Transit,2023,699.2224954,3.31,6.535,558.0,3861.0,0.569,94.0424
Kepler-1363 b,Kepler-1363,Transit,2016,,1.25,2.94194094,,4839.0,0.76,541.714
Kepler-406 c,Kepler-406,Transit,2014,2.71,0.85,4.62332,,5538.0,1.07,364.03
Kepler-394 b,Kepler-394,Transit,2014,,1.6,8.005013,,6402.0,,1058.72
TIC 231949697 b,TIC 231949697,Transit,2026,,1.52831855,0.90720448719,,3451.32,,50.2408
KIC 10001893 b,KIC 10001893,Orbital Brightness Modulation,2014,,,0.2197,,27500.0,,1672.94
HD 134606 e,HD 134606,Radial Velocity,2024,2.34,,4.3203,,5576.0,1.046,26.7909
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,Microlensing,2020,250.0,,,,,0.1,
Kepler-464 b,Kepler-464,Transit,2016,,3.3,7.256965224,,5933.0,1.21,667.604
Kepler-297 c,Kepler-297,Transit,2014,,6.54,74.920137,,5619.0,,692.14
Kepler-358 c,Kepler-358,Transit,2014,,2.85,83.488369,,5908.0,,1101.1
TOI-2580 b,TOI-2580,Transit,2024,200.23189641,17.37392009,3.39775,2410.0,6120.0,1.33,379.253
GJ 3222 b,GJ 3222,Radial Velocity,2022,11.44182265,,10.66669,,,0.89,18.23817
Kepler-126 c,Kepler-126,Transit,2014,,1.58,21.869741,,6239.0,,237.401
EPIC 211822797 b,EPIC 211822797,Transit,2016,,1.92,21.1701963,431.0,4057.0,0.62,186.197
Kepler-1404 b,Kepler-1404,Transit,2016,,2.01,15.9314739,,5261.0,0.84,962.183
Kepler-1107 b,Kepler-1107,Transit,2016,,1.34,0.571038518,,5268.0,0.86,428.798
Kepler-606 b,Kepler-606,Transit,2016,,3.31,24.31575992,,6161.0,1.13,1215.11
Kepler-59 c,Kepler-59,Transit,2012,,1.98,17.9801235,,6074.0,1.04,1163.22
Kepler-1669 c,Kepler-1669,Transit,2021,,1.90120972,1.609320045,,4224.0,0.609,543.444
Kepler-1630 b,Kepler-1630,Transit,2016,,2.19,509.997402,,4736.0,0.66,331.213
HD 187085 b,HD 187085,Radial Velocity,2006,265.70588,,1019.74,,6117.0,1.189,45.8993
Kepler-228 c,Kepler-228,Transit,2014,,2.7,4.134444,,6043.0,,1644.61
K2-192 b,K2-192,Transit,2018,,1.52,4.162817,939.0,5222.0,0.9,221.753
Kepler-1350 c,Kepler-1350,Transit,2016,,1.73,1.766789062,,3827.0,0.55,340.691
HD 94890 b,HD 94890,Radial Velocity,2025,676.97450691,,824.61,,4867.0,1.74,61.7012
K2-63 c,K2-63,Transit,2016,,3.9,25.4556,,6771.0,1.4,517.534
HD 96992 b,HD 96992,Radial Velocity,2021,362.3262,,514.0,,4725.0,0.96,396.082
TOI-329 b,TOI-329,Transit,2024,40.4,4.94057819,5.70439,1213.02,5614.0,1.0678,284.388
HD 113538 b,HD 113538,Radial Velocity,2010,114.41,,663.2,,4462.0,0.585,16.2817
Kepler-1538 b,Kepler-1538,Transit,2016,,2.82,175.138819,,5837.0,1.03,1125.3
Kepler-1760 b,Kepler-1760,Transit,2021,,2.28995546,38.3260994,,5229.0,0.821,
HD 211810 b,HD 211810,Radial Velocity,2018,212.9461,,1558.0,,5652.0,1.03,64.6353
Kepler-359 b,Kepler-359,Transit,2014,,3.53,25.563222,,6248.0,,1443.21
Kepler-537 b,Kepler-537,Transit,2016,,1.41,3.247555219,,5763.0,1.07,439.4
iot Dra c,iot Dra,Radial Velocity,2021,4958.1231492,,25000.0,,4504.0,1.54,31.32832
WASP-194 b,WASP-194,Transit,2025,373.13054982,15.47960235,3.183387,1693.0,6405.0,1.29,476.831
Kepler-877 b,Kepler-877,Transit,2016,,2.12,18.45847097,,5261.0,0.85,602.176
Kepler-1008 b,Kepler-1008,Transit,2016,,1.28,12.43931193,,5066.0,0.81,282.565
Kepler-830 b,Kepler-830,Transit,2016,,1.7,11.29695137,,6037.0,1.07,
Kepler-332 d,Kepler-332,Transit,2014,,1.18,34.21154,,4955.0,,344.19
Kepler-1943 b,Kepler-1943,Transit,2021,,1.54869189,4.850180149,,6032.0,1.055,1004.55
Kepler-661 b,Kepler-661,Transit,2016,,3.07,6.029301321,,4483.0,0.7,534.788
TOI-6054.02,TOI-6054,Transit,2024,9.3,2.82,12.563636,1143.0,6047.0,1.107,79.407
HD 134606 f,HD 134606,Radial Velocity,2024,5.63,,26.915,,5576.0,1.046,26.7909
Kepler-784 c,Kepler-784,Transit,2023,,1.55,17.157236,844.0,5676.0,1.016,1303.72
Kepler-85 b,Kepler-85,Transit,2012,1.84,1.778,8.3,,5505.2,0.928,765.025
K2-8 b,K2-8,Transit,2015,,3.58,10.35239,631.0,4870.0,0.78,403.513
TOI-929 b,TOI-929,Transit,2026,,2.68983343,5.83015366944,,4457.16,,114.421
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,Microlensing,2023,4.08,,,,,0.25,4670.0
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,Microlensing,2020,138.0,,,,,0.077,7070.0
Kepler-1226 b,Kepler-1226,Transit,2016,,1.45,17.2923453,,5923.0,1.02,1125.72
Kepler-1488 c,Kepler-1488,Transit,2021,,1.65156749,6.158269882,,5710.0,1.003,905.825
Kepler-404 c,Kepler-404,Transit,2014,,1.72,14.751166,,5654.0,,812.524
BD-11 4672 b,BD-11 4672,Radial Velocity,2014,206.5895,,1634.0,,4550.0,0.651,27.1665
Kepler-412 b,Kepler-412,Transit,2014,299.07803,15.031269,1.7208604,1850.0,5750.0,1.167,1086.24
KMT-2016-BLG-1337L b,KMT-2016-BLG-1337L,Microlensing,2026,88.99195396,,,,,0.54,6920.0
Kepler-1487 b,Kepler-1487,Transit,2016,,2.13,7.31946363,,6541.0,1.38,1014.62
HD 200964 b,HD 200964,Radial Velocity,2010,508.21017,,606.3,,4982.0,1.39,72.5922
Kepler-138 e,Kepler-138,Transit Timing Variations,2022,0.43,,38.23,292.0,3841.0,0.535,66.8624
K2-343 c,K2-343,Transit,2021,,2.02,7.676972,465.0,3804.0,0.49,166.169
KELT-18 b,KELT-18,Transit,2017,375.0394,17.59813,2.8717518,2085.0,6670.0,1.524,321.376
TOI-2095 b,TOI-2095,Transit,2023,4.1,1.25,17.66484,347.0,3759.0,0.44,41.9176
K2-138 c,K2-138,Transit,2017,6.31,2.299,3.56004,,5356.3,0.935,202.585
HD 28109 c,HD 28109,Transit,2022,9.2,4.13,55.99712,643.0,6189.0,1.227,139.611
TOI-2379 b,TOI-2379,Transit,2024,1830.69162432,11.72459381,5.4693827,624.0,3707.0,0.645,211.247
