pl_name,hostname,discoverymethod,disc_year,pl_bmasse,pl_rade,pl_orbper,pl_eqt,st_teff,st_mass,sy_dist
Kepler-409 b,Kepler-409,Transit,2014,6.0,1.199,68.9583216,438.0,5421.0,0.913,68.173
Kepler-1610 b,Kepler-1610,Transit,2016,,1.61,8.70181574,,5383.0,0.91,864.331
Kepler-376 b,Kepler-376,Transit,2014,,1.07,4.920199,,5900.0,,923.067
TOI-5592 b,TOI-5592,Transit,2025,285.72773789,17.14974047,2.6085846,1789.0,6237.0,1.194,597.026
Kepler-1867 b,Kepler-1867,Transit,2021,,1.15985997,9.887359619,,5693.0,0.911,680.583
HD 160691 d,HD 160691,Radial Velocity,2004,,,9.6392,,5773.0,1.13,15.5981
Kepler-471 b,Kepler-471,Transit,2016,,14.96,5.014234575,,6733.0,1.49,1249.41
kap And b,kap And,Imaging,2012,5498.4314411,15.91675259,,1791.0,11327.0,2.768,50.0177
K2-308 b,K2-308,Transit,2019,,9.916,3.38628,,6100.0,1.09,1314.53
Kepler-145 c,Kepler-145,Transit,2013,79.4,4.32,42.882,,,1.32,566.85
K2-189 c,K2-189,Transit,2018,,2.31,6.67932,877.0,5442.0,0.85,242.113
WASP-73 b,WASP-73,Transit,2014,908.9938,15.91678,4.08722,,6030.0,2.52,316.678
b Cen AB b,b Cen A,Imaging,2021,3464.3296363,,1790000.0,,,5.5,98.0935
Kepler-1902 b,Kepler-1902,Transit,2021,,1.17563613,3.822220087,,3729.0,0.52,344.337
HD 158259 c,HD 158259,Radial Velocity,2020,5.6,,3.432,,,1.08,27.0498
47 UMa d,47 UMa,Radial Velocity,2009,521.22,,14002.0,,5872.0,1.06,13.7967
TOI-1347 c,TOI-1347,Transit,2024,6.4,1.6,4.841962,1000.0,5464.0,0.913,147.476
Kepler-81 b,Kepler-81,Transit,2012,,2.42,5.955,,,0.64,348.291
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,Imaging,2011,3337.1,,10037.5,370.0,580.5,0.021,
HIP 39017 b,HIP 39017,Imaging,2024,7500.7504052,,31000.0,,,1.52,66.3217
Kepler-1751 b,Kepler-1751,Transit,2021,,1.82417378,7.017310143,,6052.0,0.974,1291.47
HIP 21152 b,HIP 21152,Imaging,2022,7627.881768,,22000.0,1300.0,6655.0,1.4,43.4073
Kepler-292 b,Kepler-292,Transit,2014,,1.32,2.580827,,5299.0,,1056.48
Kepler-1776 b,Kepler-1776,Transit,2021,,2.61157023,35.01190186,,5872.0,1.041,690.336
Kepler-399 b,Kepler-399,Transit,2014,,0.96,14.425281,,5502.0,,740.537
Kepler-692 b,Kepler-692,Transit,2016,,3.11,21.81293494,,5440.0,0.9,991.336
HD 20794 e,HD 20794,Radial Velocity,2017,4.77,,147.02,,,0.813,6.00278
TOI-2328 b,TOI-2328,Transit,2025,50.85254512,9.97599282,17.10197,842.0,5525.0,0.95,231.782
TOI-6041 b,TOI-6041,Transit,2025,28.9,4.55,26.04945,605.6,5445.0,0.885,72.4731
K2-129 b,K2-129,Transit,2017,,1.04,8.239493,,3459.09,0.360031,27.7957
Kepler-1786 b,Kepler-1786,Transit,2021,,3.16305828,78.5460968,,5808.0,1.058,863.909
TOI-1758 b,TOI-1758,Transit,2024,,3.62,20.705074685,,5169.0,0.88,96.6215
K2-125 b,K2-125,Transit,2017,,2.18,21.750264,,3654.47,0.494727,124.156
TOI-2211.01,TOI-2211,Transit,2024,,1.561,3.092686757,,5253.0,0.9,70.2932
Kepler-1709 b,Kepler-1709,Transit,2021,,3.12424875,65.70459747,,5918.0,1.003,273.946
Kepler-765 b,Kepler-765,Transit,2016,,2.43,27.6655226,,5901.0,1.05,1076.28
Kepler-110 c,Kepler-110,Transit,2014,,2.21,31.719775,,5960.0,,586.531
K2-86 b,K2-86,Transit,2016,,1.96,8.77683,,5482.0,0.79,258.699
TOI-2295 b,TOI-2295,Transit,2024,278.09985612,16.47720163,30.033302,747.0,5730.0,1.168,126.279
Kepler-330 b,Kepler-330,Transit,2014,,1.35,8.25978,,5117.0,,717.527
BD+14 4559 b,BD+14 4559,Radial Velocity,2009,330.5432,,268.94,,4864.0,0.49,49.352
TIC 245076932 b,TIC 245076932,Transit,2026,162.09248757,10.87271128,21.61389,845.0,6130.0,1.117,303.96
K2-27 b,K2-27,Transit,2016,30.2,4.74,6.771347,836.0,5246.0,0.88,249.645
Kepler-395 c,Kepler-395,Transit,2014,,1.32,34.989262,,4262.0,,421.382
TOI-2986 b,TOI-2986,Transit,2025,96.61983573,9.292245,3.2783662,1622.0,5906.0,1.122,563.149
AB Pic b,AB Pic,Imaging,2005,4290.5,,,,,,50.0475
TOI-4994 b,TOI-4994,Transit,2024,88.99195396,8.54124329,21.491984,717.6,5640.0,1.005,329.304
Kepler-552 b,Kepler-552,Transit,2016,,3.95,5.263415765,,5863.0,1.03,843.689
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,Microlensing,2019,17.9,,,,,0.55,6700.0
TOI-3877 b,TOI-3877,Transit,2025,99.7981198,11.67975789,4.123596,1445.0,5731.0,1.16,493.77
K2-46 b,K2-46,Transit,2016,,2.05,19.1541,,6256.0,0.96,449.237
Kepler-160 b,Kepler-160,Transit,2014,,1.715,4.309397,,5471.0,,937.013
WASP-4 b,WASP-4,Transit,2007,381.3940884,15.12091496,1.338230994,1653.0,,0.899,267.206
TOI-2169 A b,TOI-2169 A,Transit,2025,329.58805806,12.50922246,8.2148282,1364.0,6270.0,1.42,351.487
Kepler-1154 b,Kepler-1154,Transit,2016,,2.34,5.1856142,,6327.0,1.26,1460.1
Kepler-1338 b,Kepler-1338,Transit,2016,,0.92,0.935118057,,5909.0,1.04,753.26
Kepler-56 d,Kepler-56,Radial Velocity,2016,1784.0,,1002.0,,4819.44,,912.994
HD 233832 b,HD 233832,Radial Velocity,2018,565.7374,,2058.0,,4981.0,0.71,58.742
Kepler-437 b,Kepler-437,Transit,2015,,2.14,66.65062,,4551.0,0.707,
Kepler-155 c,Kepler-155,Transit,2014,,2.24,52.661793,,4508.0,,293.499
Kepler-799 c,Kepler-799,Transit,2021,,2.78068551,15.19419956,,5588.0,1.031,
TOI-558 b,TOI-558,Transit,2021,1147.36054927,12.17295304,14.574071,1061.0,6466.0,1.349,402.63
HATS-16 b,HATS-16,Transit,2016,1039.3041,14.5717,2.686502,1592.0,5738.0,0.97,757.044
TOI-1135 b,TOI-1135,Transit,2024,58.79825529,9.91994792,8.0277327,1171.0,6320.0,1.119,114.048
HD 137496 b,HD 137496,Transit,2021,4.04,1.31,1.62116,2130.0,5799.0,1.04,155.317
HD 181342 b,HD 181342,Radial Velocity,2009,807.2882,,564.1,,4945.0,1.69,120.391
K2-352 d,K2-352,Transit,2021,,2.23,14.871387,727.0,5791.0,0.98,176.051
Kepler-139 e,Kepler-139,Radial Velocity,2023,426.1158152,,2047.635373,,,1.078,391.038
TOI-1203 b,TOI-1203,Radial Velocity,2025,3.51,1.52,4.1572888,1361.2,5737.0,0.886,64.9943
Kepler-1006 b,Kepler-1006,Transit,2016,,1.54,19.76172042,,5328.0,0.78,
K2-199 c,K2-199,Transit,2018,12.4,2.85,7.3744897,694.0,4491.0,0.711,107.518
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,Microlensing,2004,830.0,,,,,0.63,5800.0
HATS-5 b,HATS-5,Transit,2014,75.323,10.223,4.763387,1025.0,5304.0,0.936,246.384
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,Microlensing,2018,9.0,,,,,0.2,5800.0
TOI-942 b,TOI-942,Transit,2020,,3.89,4.32421,,,0.822,152.601
HD 148427 b,HD 148427,Radial Velocity,2009,381.3940884,,331.9,,5025.0,1.64,71.3499
TIC 46432937 b,TIC 46432937,Transit,2024,1017.0509024,13.31626907,1.44044527,872.0,3572.0,0.563,90.5369
Kepler-169 d,Kepler-169,Transit,2014,,1.25,8.348125,,4997.0,,406.529
Kepler-304 c,Kepler-304,Transit,2014,,2.17,5.315946,,4731.0,,434.684
HD 155918 c,HD 155918,Radial Velocity,2022,1878.04805696,,17202.19446,,,1.03,27.561
Kepler-1686 b,Kepler-1686,Transit,2020,,1.42553017,9.30987,,5714.96,1.02,729.823
Kepler-1097 b,Kepler-1097,Transit,2016,,3.26,187.747029,,5211.0,0.82,719.802
Kepler-1704 b,Kepler-1704,Transit,2021,1322.16617312,11.94877343,988.88112,253.8,5746.0,1.132,835.455
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,Microlensing,2022,19.05,,,,,0.24,6640.0
TOI-4794 b,TOI-4794,Transit,2025,308.29355479,14.35870428,3.5658116,1673.0,6390.0,1.25,543.008
HD 28471 b,HD 28471,Radial Velocity,2025,3.72,,3.1649,1377.0,5766.0,0.98,43.6455
TOI-157 b,TOI-157,Transit,2020,375.0394,14.414774,2.0845435,1588.0,5404.0,0.948,355.683
K2-115 b,K2-115,Transit,2017,321.00669107,11.80305668,20.2729914,696.0,5870.0,0.918,413.591
Kepler-223 e,Kepler-223,Transit,2014,4.8,4.6,19.72567,,,1.125,1859.71
HD 108874 c,HD 108874,Radial Velocity,2005,314.64,,1624.0,,5551.0,0.95,59.5175
HATS-34 b,HATS-34,Transit,2016,299.07803,16.02887,2.1061607,1445.0,5380.0,0.955,508.842
Kepler-477 b,Kepler-477,Transit,2016,,2.07,11.11990653,,5240.0,0.87,
HD 73344 b,HD 73344,Transit,2024,10.48,2.884,15.611,911.0,6252.6,1.2,35.26
HD 9446 c,HD 9446,Radial Velocity,2009,578.426,,192.9,,5793.0,1.0,50.3503
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,Imaging,2020,2479.0615746,20.8487041,8040000.0,1800.0,2320.0,0.0147,
HD 21749 c,GJ 143,Transit,2019,3.7,0.892,7.78993,701.0,4640.0,0.73,16.32
Kepler-424 b,Kepler-424,Transit,2014,327.35,9.98,3.3118644,,5460.0,1.01,698.646
TOI-1269 b,TOI-1269,Transit,2024,6.4,2.40144286,4.2529913,1004.9,5499.0,0.9027,172.138
Kepler-1525 b,Kepler-1525,Transit,2016,,0.91,2.416601183,,5748.0,1.07,382.989
Kepler-1458 b,Kepler-1458,Transit,2016,,2.76,47.9872764,,5653.0,0.96,544.45
TOI-1224 c,TOI-1224,Transit,2024,,2.884,17.945466,,3326.0,0.4,37.3312
HAT-P-61 b,HAT-P-61,Transit,2021,335.9446262,10.07687365,1.90231289,1505.0,5587.0,1.004,338.84
gam Lib c,gam Lib,Radial Velocity,2018,1662.56039702,,966.49,,4879.0,1.78,47.4017
Kepler-307 b,Kepler-307,Transit,2013,7.44,2.43,10.4208,,5367.0,0.907,575.581
Kepler-84 d,Kepler-84,Transit,2014,,1.38,4.224537,,6031.0,,1023.9
HD 121504 b,HD 121504,Radial Velocity,2003,479.9233,,63.33,,6027.0,1.62,41.6592
HIP 113103 b,HIP 113103,Transit,2023,,1.829,7.610303,721.0,4930.0,0.761,46.2122
Kepler-246 b,Kepler-246,Transit,2014,,2.34,4.60182,,5206.0,,626.078
Kepler-1806 b,Kepler-1806,Transit,2021,,2.35560189,9.033320427,,5311.0,0.884,978.066
Kepler-1361 b,Kepler-1361,Transit,2016,,0.86,3.57554956,,5131.0,0.83,389.143
HD 88072 b,HD 88072,Radial Velocity,2022,2511.79790052,,18538.79293,,,1.04,35.9098
Kepler-1224 b,Kepler-1224,Transit,2016,,1.33,13.32351601,,6155.0,1.18,559.598
Kepler-306 e,Kepler-306,Transit,2014,,2.27,44.840975,,4954.0,,775.679
K2-338 b,K2-338,Transit,2021,,1.03,3.850614,783.0,4558.0,0.66,156.951
Kepler-265 e,Kepler-265,Transit,2014,,2.59,67.831024,,5835.0,,1280.25
Kepler-1457 b,Kepler-1457,Transit,2016,,1.99,51.1110243,,5866.0,1.01,889.885
Kepler-1558 b,Kepler-1558,Transit,2016,,0.68,3.50470358,,5101.0,0.83,325.737
TOI-2158 b,TOI-2158,Transit,2022,260.61929374,10.76062147,8.60077,1188.0,5673.0,1.12,198.473
Kepler-548 b,Kepler-548,Transit,2016,,11.99,4.454194338,,5535.0,0.93,751.776
WASP-163 b,WASP-163,Transit,2018,594.3421,13.473218,1.6096884,1638.0,5500.0,0.97,261.386
61 Vir d,61 Vir,Radial Velocity,2009,22.9,,123.01,,5577.0,0.942,8.50332
K2-164 b,K2-164,Transit,2018,,3.24925008,17.355066,,5791.0,1.180894,375.67
HD 164922 d,HD 164922,Radial Velocity,2020,4.0,,12.458,,5390.0,0.926,22.0016
NGC 2682 YBP 401 b,NGC 2682 YBP 401,Radial Velocity,2016,146.2018,,4.087,,6165.0,1.14,830.822
Kepler-512 b,Kepler-512,Transit,2016,,2.69,34.43587975,,5997.0,1.17,467.375
K2-351 b,K2-351,Transit,2021,,2.54,7.806164,934.0,5769.0,1.02,694.734
Kepler-1444 b,Kepler-1444,Transit,2016,,2.18,33.42035034,,5810.0,1.03,319.675
Kepler-50 c,Kepler-50,Transit,2012,,2.17,9.37647,,6225.0,1.24,250.11
Kepler-1681 b,Kepler-1681,Transit,2020,,2.55321772,69.8956,,5756.4,,758.3
omi UMa b,omi UMa,Radial Velocity,2012,1160.39151396,,1569.81,,5075.0,2.72,54.9149
Kepler-1753 b,Kepler-1753,Transit,2021,,2.22678077,16.00460052,,5180.0,0.86,707.688
TOI-756 c,TOI-756,Radial Velocity,2025,1287.20504835,,149.4,194.0,3657.0,0.505,86.1759
Kepler-954 b,Kepler-954,Transit,2016,,2.32,16.78176602,,4990.0,0.82,215.814
HAT-P-36 b,HAT-P-36,Transit,2011,587.413406,14.313893,1.32734683,1780.97,5620.0,1.03,294.419
Kepler-121 c,Kepler-121,Transit,2014,,2.27,41.008011,,5311.0,,510.523
KMT-2017-BLG-2331L b,KMT-2017-BLG-2331L,Microlensing,2024,171.0,,,,,0.4,8030.0
Kepler-1723 b,Kepler-1723,Transit,2021,,2.88046569,39.75289917,,6072.0,0.96,811.278
TOI-1669 b,TOI-1669,Radial Velocity,2023,191.0,,500.0,,5497.0,0.9867,111.276
Kepler-1136 b,Kepler-1136,Transit,2016,,1.64,2.361724329,,4512.0,0.72,491.406
TOI-2714 b,TOI-2714,Transit,2024,228.0,13.72,2.499387,1603.0,5665.0,1.07,597.873
Kepler-285 c,Kepler-285,Transit,2014,,1.12,6.186676,,5411.0,,824.31
TOI-2641 b,TOI-2641,Transit,2023,122.6817651,18.10250383,4.880974,1387.0,6100.0,1.16,344.045
WASP-100 b,WASP-100,Transit,2014,400.4658,14.90797,2.84938,,6900.0,0.77,364.411
Kepler-385 d,Kepler-385,Transit,2020,,2.6186448,56.4159,,5829.0,1.05,1432.61
HD 215497 c,HD 215497,Radial Velocity,2009,111.23994245,,566.0,,,0.92,40.5468
NGC 2682 Sand 978 b,NGC 2682 Sand 978,Radial Velocity,2017,692.8694,,511.21,,4200.0,1.37,821.918
HD 2685 b,HD 2685,Transit,2019,371.8611,16.14096,4.12688,2061.0,6801.0,1.43,196.852
HD 23472 e,HD 23472,Transit,2022,0.72,0.818,7.90754,723.0,4684.0,0.67,39.0341
HAT-P-39 b,HAT-P-39,Transit,2012,190.372,17.609,3.54387,1752.0,6430.0,1.404,697.004
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Astrometry,2013,9057.77,,246.36,,,0.075,
TOI-5153 b,TOI-5153,Transit,2022,1036.12060682,11.88151954,20.33003,906.0,6300.0,1.24,390.484
HD 156846 b,HD 156846,Radial Velocity,2007,3391.2461,,359.51001,,6090.0,1.38,47.7332
HATS-41 b,HATS-41,Transit,2018,3082.951,14.90797,4.193649,1710.0,6424.0,1.496,737.668
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,Microlensing,2024,6038.739733,,,,,0.2,7320.0
Kepler-1671 b,Kepler-1671,Transit,2020,,1.32557381,4.16787,,5135.55,0.866,357.059
GJ 687 b,GJ 687,Radial Velocity,2014,17.2,,38.142,,,0.4,4.54939
TOI-2154 b,TOI-2154,Transit,2023,292.40213444,16.28664896,3.8240801,1580.0,6280.0,1.233,296.46
Kepler-288 c,Kepler-288,Transit,2014,,2.85,19.305772,,5918.0,,1194.15
GJ 328 c,GJ 328,Radial Velocity,2023,21.4,,241.8,,3897.0,0.65,20.5266
HAT-P-66 b,HAT-P-66,Transit,2016,248.86089,17.82231,2.972086,1896.0,6002.0,1.255,935.456
Kepler-1708 b,Kepler-1708,Transit,2021,1462.0106722,9.96,737.1131,,6157.0,1.088,1666.69
Kepler-1532 b,Kepler-1532,Transit,2016,,1.35,1.093663559,,5559.0,0.91,798.246
KIC 8121913 b,KIC 8121913,Orbital Brightness Modulation,2021,667.4396547,,3.294601,,5975.3,1.456,707.303
HD 102956 b,HD 102956,Radial Velocity,2010,305.1168,,6.4947,,4985.0,1.66,121.89
HD 153557 c,HD 153557,Radial Velocity,2022,17.48056238,,15.27018,,,0.79,17.9412
Kepler-1394 b,Kepler-1394,Transit,2016,,1.39,3.93766373,,6481.0,1.64,640.409
TOI-1278 b,TOI-1278,Transit,2021,5879.8255295,12.21778896,14.47567,,3799.0,0.54,75.5759
Lupus-TR-3 b,Lupus-TR-3,Transit,2007,257.431,9.976,3.91405,,5000.0,0.87,773.409
Kepler-49 d,Kepler-49,Transit,2014,,1.6,2.576549,,4252.0,,311.222
ROXs 42 B b,ROXs 42 B,Imaging,2013,2860.0,,,1975.0,,1.0,143.59
TOI-1448 b,TOI-1448,Transit,2024,19.5,2.749,8.112245,426.0,3412.0,0.372,73.3345
HIP 109384 b,HIP 109384,Radial Velocity,2016,495.8148,,499.48,,5180.0,0.78,58.9582
Kepler-576 b,Kepler-576,Transit,2016,,3.27,29.91136794,,5672.0,0.99,617.55
HAT-P-44 c,HAT-P-44,Radial Velocity,2014,1271.3,,872.2,,5295.0,0.942,347.85
Kepler-281 d,Kepler-281,Transit,2021,,5.93747806,148.2720032,,5717.0,0.984,1745.45
K2-373 b,K2-373,Transit,2022,,2.061,11.02066,,6138.0,1.158,229.567
Kepler-308 c,Kepler-308,Transit,2014,,2.16,15.38231,,5895.0,,1335.92
Kepler-314 b,Kepler-314,Transit,2014,,0.83,2.461069,,5378.0,,268.881
HD 44219 b,HD 44219,Radial Velocity,2010,184.34047606,,472.0,,,1.2,52.9051
Kepler-603 b,Kepler-603,Transit,2016,,2.65,21.05358596,,5808.0,1.01,1539.63
Kepler-1713 b,Kepler-1713,Transit,2021,,1.71673535,18.01160049,,6477.0,1.3,295.293
Kepler-1845 b,Kepler-1845,Transit,2021,,2.43836702,11.60649967,,4703.0,0.686,710.724
WASP-180 A b,WASP-180 A,Transit,2019,286.047,13.89916,3.409264,1540.0,6600.0,1.3,253.985
Kepler-1321 c,Kepler-1321,Transit,2016,,2.4,2.226491086,,4094.0,0.54,769.146
Kepler-191 b,Kepler-191,Transit,2014,,1.34,9.939632,,5282.0,,594.464
Kepler-1452 b,Kepler-1452,Transit,2016,,2.7,42.913751,,6101.0,1.41,996.32
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,Microlensing,2023,6674.396547,,,,,0.32,7710.0
TOI-3331 A b,TOI-3331 A,Transit,2022,721.47048389,12.97999965,2.0180231,1488.0,5609.0,1.016,217.193
Kepler-610 c,Kepler-610,Transit,2016,,3.3,151.86392,,5943.0,1.1,845.824
WASP-42 b,WASP-42,Transit,2012,167.49641,12.576498,4.9816819,1021.0,5315.0,0.951,177.291
HD 16417 b,HD 16417,Radial Velocity,2008,22.1,,17.24,,,1.2,25.3936
Kepler-1383 b,Kepler-1383,Transit,2016,,1.41,13.9093583,,6370.0,1.26,1027.21
Kepler-7 b,Kepler-7,Transit,2009,140.16303,18.180998,4.8854892,1630.0,5933.0,1.359,922.562
Kepler-1608 b,Kepler-1608,Transit,2016,,1.73,16.4735686,,4992.0,0.75,
Kepler-658 b,Kepler-658,Transit,2016,,1.63,1.287076762,,4103.0,0.63,388.384
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,Microlensing,2018,407.0,,,,,0.81,6300.0
HD 24085 b,HD 24085,Radial Velocity,2019,11.8,,2.0455,,6034.0,1.22,54.9004
GJ 667 C e,GJ 667 C,Radial Velocity,2013,2.7,,62.24,,3350.0,0.33,7.24396
GJ 2030 c,GJ 2030,Radial Velocity,2022,4069.15709482,,25533.11353,,,0.96,37.0788
K2-74 b,K2-74,Transit,2016,,2.31,19.5666,,6060.0,0.96,377.822
Kepler-1674 b,Kepler-1674,Transit,2020,,3.2057749,62.5611,,5473.91,0.96,1012.48
Kepler-1808 b,Kepler-1808,Transit,2021,,3.02511302,23.3404007,,5530.0,0.773,1022.01
HD 5583 b,HD 5583,Radial Velocity,2016,1837.0574,,139.35,,4830.0,1.01,219.216
HATS-42 b,HATS-42,Transit,2018,597.5204,15.6926,2.292102,1856.0,6060.0,1.273,800.377
Pr0211 c,Pr0211,Radial Velocity,2016,2475.8957,,4850.0,,5300.0,0.935,182.714
HD 142 c,HD 142,Radial Velocity,2012,3464.64746471,,10159.64279,,,1.21,26.1853
TOI-3682 b,TOI-3682,Transit,2025,69.28659273,12.80065596,3.3462406,1657.0,5703.0,1.32,404.211
Kepler-453 b,Kepler-453,Transit,2015,16.0,6.204,240.503,,5527.0,0.944,442.846
Kepler-649 b,Kepler-649,Transit,2016,,2.26,29.90722674,,5871.0,0.97,513.748
HD 20003 c,HD 20003,Radial Velocity,2019,14.44,,33.9239,,5494.0,0.875,41.8316
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,Microlensing,2021,4513.1633794,,,,,0.8,3630.0
Kepler-1264 b,Kepler-1264,Transit,2016,,1.18,0.968526023,,5791.0,0.99,801.993
K2-259 b,K2-259,Transit,2018,,2.32,15.48043,795.0,6059.0,1.14,416.457
Kepler-797 b,Kepler-797,Transit,2016,,2.17,27.07237711,,5680.0,0.96,1315.26
HD 6860 b,HD 6860,Radial Velocity,2023,8981.83078182,,663.87,,3802.0,2.49,61.12469
Kepler-874 b,Kepler-874,Transit,2016,,3.94,40.0686727,,6020.0,1.09,1082.16
Kepler-601 b,Kepler-601,Transit,2016,,1.9,5.378868441,,5160.0,0.85,414.825
Kepler-1698 b,Kepler-1698,Transit,2020,,1.07315686,1.2107,,4975.03,0.822,222.345
2MASS J11011926-7732383 b,2MASS J11011926-7732383,Imaging,2024,8899.195396,,,2677.0,,,
HD 194490 b,HD 194490,Radial Velocity,2022,3561.90295725,,13092.18348,,,1.06,80.2349
K2-292 b,K2-292,Transit,2019,24.5,2.63,16.9841,795.0,5725.0,1.0,114.293
K2-116 b,K2-116,Transit,2017,,0.69,4.655411,,4348.35,0.694512,49.3855
Kepler-1605 b,Kepler-1605,Transit,2016,,1.08,85.7565495,,5280.0,0.86,546.23
Wendelstein-2 b,Wendelstein-2,Transit,2020,232.33373,12.9934728,1.7522239,2470.0,4591.0,0.73,565.541
Kepler-197 c,Kepler-197,Transit,2014,,1.23,10.349695,,6004.0,,330.575
HD 332231 b,HD 332231,Transit,2020,74.1,9.07303305,18.712024,798.3,6128.0,1.1642,80.6665
HAT-P-16 b,HAT-P-16,Transit,2010,,14.68376472,,1566.0,,,226.637
HD 219134 f,HD 219134,Radial Velocity,2015,7.3,1.31,22.717,522.6,4699.0,0.81,6.53127
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,Microlensing,2012,480.0,,,,5950.0,0.67,2300.0
Kepler-84 c,Kepler-84,Transit,2012,,2.36,12.883,,,1.0,1023.9
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,Microlensing,2014,1.66,,,,,0.1127,911.0
HD 46375 b,HD 46375,Radial Velocity,2000,71.8,,3.023573,,5285.0,0.92,29.5529
Kepler-818 b,Kepler-818,Transit,2016,,5.11,10.035385814,,5638.0,0.94,925.037
Kepler-97 b,Kepler-97,Transit,2014,3.51,1.48,2.58664,,5779.0,0.94,400.907
HD 213885 b,HD 213885,Transit,2019,8.83,1.745,1.008035,2128.0,5978.0,1.068,48.0883
HD 73344 c,HD 73344,Radial Velocity,2025,118.54999581,,65.94,,6148.0,1.19,35.26
TOI-1683.01,TOI-1683,Transit,2024,,2.6382,3.0575356,929.25,4402.0,0.694661,51.1884
Pr0201 b,Pr0201,Radial Velocity,2012,171.6282,,4.4264,,6174.0,1.24,180.64
TOI-6029 b,TOI-6029,Transit,2024,519.64944544,14.39233122,5.7987,,6223.0,1.548,603.119
TOI-969 b,TOI-969,Transit,2022,9.1,2.765,1.8237305,941.0,4435.0,0.734,77.2554
HD 202696 b,HD 202696,Radial Velocity,2019,634.38868,,517.8,,5040.0,1.91,188.546
HD 33844 b,HD 33844,Radial Velocity,2015,638.8383,,551.40002,,4861.0,1.84,105.779
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,Microlensing,2026,42.32,,,,,0.26,7500.0
HD 93963 A c,HD 93963 A,Transit,2022,18.4,3.11976057,3.6451389,1212.45,5908.0,1.0844,82.3432
HD 22946 d,HD 22946,Transit,2023,26.57,2.607,47.42489,546.0,6169.0,1.098,62.7792
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,Microlensing,2018,505.0,,,,,0.211,
Kepler-864 c,Kepler-864,Transit,2023,,1.62,2.42150341,1532.0,6213.0,1.27,2022.9
TIC 147027702 b,TIC 147027702,Transit,2026,346.43296363,10.92875618,44.40523,863.0,6410.0,1.406,457.186
HD 191939 g,HD 191939,Radial Velocity,2022,13.5,,284.0,278.0,5348.0,0.81,53.6089
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,Microlensing,2022,63.5656814,,,,,0.16,1550.0
TOI-3023 b,TOI-3023,Transit,2023,197.05361234,16.43236571,3.9014971,1596.0,5760.0,1.12,389.916
Kepler-988 b,Kepler-988,Transit,2016,,2.07,17.76080053,,4005.0,0.55,304.889
K2-401 b,K2-401,Transit,2022,,2.262,6.293099,,4213.0,0.87,200.727
WASP-186 b,WASP-186,Transit,2020,1341.2426,12.44199,5.026799,,6361.0,1.22,278.514
Kepler-266 c,Kepler-266,Transit,2014,,3.89,107.723601,,5885.0,,1370.79
HD 152079 b,HD 152079,Radial Velocity,2009,845.74563,,2918.92,,5907.0,1.147,87.8888
Kepler-298 c,Kepler-298,Transit,2014,,1.93,22.92881,,4465.0,,518.204
HD 103774 b,HD 103774,Radial Velocity,2013,116.0,,5.8881,,6489.0,1.335,56.4089
Kepler-122 f,Kepler-122,Transit Timing Variations,2014,36.0,1.75,56.268,,,1.03,1027.45
TOI-1249 b,TOI-1249,Transit,2024,11.9,3.2710301,13.079151,726.89,5497.0,1.0062,139.49
Kepler-1256 b,Kepler-1256,Transit,2016,,1.49,12.4127754,,6129.0,1.17,891.192
Kepler-1606 b,Kepler-1606,Transit,2016,,2.07,196.435224,,5422.0,0.9,831.287
K2-195 b,K2-195,Transit,2018,,3.13,15.852975,720.0,5713.0,0.94,315.014
KMT-2025-BLG-0481L b,KMT-2025-BLG-0481L,Microlensing,2026,187.51876013,,,,,0.22,7980.0
Kepler-1797 b,Kepler-1797,Transit,2021,,3.05774442,23.3593998,,6244.0,1.069,1338.49
Kepler-174 c,Kepler-174,Transit,2014,,1.49,44.000529,,4880.0,,384.757
Kepler-229 d,Kepler-229,Transit,2014,,3.85,41.194912,,5120.0,,826.265
HAT-P-28 b,HAT-P-28,Transit,2011,198.953,13.585,3.257215,1384.0,5680.0,1.025,401.319
K2-160 b,K2-160,Transit,2018,,3.17824034,3.705871,,5649.0,0.982829,315.363
Kepler-1332 b,Kepler-1332,Transit,2016,,1.37,11.87456832,,5581.0,0.95,528.685
K2-285 e,K2-285,Transit,2018,10.7,1.95,14.76289,500.9,4975.0,0.83,154.961
Kepler-1028 b,Kepler-1028,Transit,2016,,1.33,2.51462432,,5522.0,0.9,607.916
